CATATAN PENGELUARAN;;;;;
Tahun 2019;;;;;
Tanggal : 01 Agustus 2019 s/d 31 Agustus 2019 ;;;;;
;;;;;
Nama Sekolah;: MAN 1 ROKAN HILIR;;;;
Desa/Kecamatan;: BANGKO;;;;
Kabupaten;: ROKAN HILIR;;;;
Provinsi;: RIAU;;;;
;;;;;
ID;Keterangan; Jumlah;Jenis Penggunaan Dana;Bulan;Tahun
1;"Pembayaran belanja barang sesuai SPD NO B-093/2018 tgl 07-03-2019, NO
B-099/2018 Tgl 12-03-2018, NO B-189/2018 Tgl 30-04-2018, N0 B-276/2018 Tgl 15-05-2018, No B-288/2018 Tgl 26-06-2018, dan No B-292/2018 Tgl
06-07-2018 SPP NO 00120 Tanggal";Rp5.090.000;NON GAJI;8;2019
2;"Pembayaran belanja barang sesuai SPD NO B-300/2018 Tgl 12 Juli 2019 dan
B-325/2018 Tgl 31 Juli 2018 SPP NO 00124 Tanggal 10 Agustus 2018";Rp2.095.000;NON GAJI;8;2019
3;"Pembayaran Belanja Barang sesuai SPD NO B-315/2018 Tgl 21 Juli 2019 SPP
NO 00119 Tanggal 06 Agustus 2018";Rp1.930.000;NON GAJI;8;2019
4;"Penggantian uang persediaan untuk keperluan belanja barang SPP NO
00122 Tanggal 06 Agustus 2019";Rp19.173.985;GUP;8;2019
5;"Penggantian uang persediaan untuk keperluan belanja barang SPP NO
00123 Tanggal 06 Agustus 2019";Rp1.026.015;GUP;8;2019
6;"Penggantian Uang Persediaaan untuk keperluan Belanja Barang SPP NO
00114 Tanggal 01 Agustus 2019";Rp20.000.000;GUP;8;2019
7;"Pembayaran Tunjangan Kinerja PNS Pada Bulan Juli 2019 untk Indra S.Sos
dkk (4 orang pegawai) SPP NO 00118 Tanggal 01 Agustus 2018";Rp9.498.060;GAJI LAINNYA;8;2019
8;"Pembayaran belanja Pegawai (Tunjangan Profesi Guru PNS Pada Bulan Juli
2018) Sesuai SK No 53 Tahun 2018 Tanggal 01 Juni 2018 SPP NO 00121
Tanggal 01 Agustus 2019";Rp22.034.265;GAJI LAINNYA;8;2019
9;"Pembayaran belanja barang pada bulan Juli 2019 sesuai SK Kepala MAN 1
Rokan Hilir No 62 - 66 Tahun 2017 Tanggal 31 Desember 2017 SPP NO
00116 Tanggal 01 Agustus 2019";Rp9.330.000;NON GAJI;8;2019
10;"Pembayaran uang makan PNS Pada Bulan Juli 2019 untuk Dra Rahmawati
dkk (12 orang Pegawai) SPP NO 00117 Tanggal 01 Agustus 2019";Rp7.988.250;GAJI LAINNYA;8;2019
