CATATAN PENGELUARAN;;;;;
Tahun 2019;;;;;
Tanggal : 01 April 2019 s/d 30 April 2019 ;;;;;
;;;;;
Nama Sekolah;: MAN 1 ROKAN HILIR;;;;
Desa/Kecamatan;: BANGKO;;;;
Kabupaten;: ROKAN HILIR;;;;
Provinsi;: RIAU;;;;
;;;;;
ID;Keterangan; Jumlah;Jenis Penggunaan Dana;Bulan;Tahun
1;Pembayaran belanja barang sesuai SK NO 41 Tahun 2019 Tanggal 27 Maret 2019 SPP NO 00055 Tanggal 11 April 2018;Rp1.200.000;NON GAJI;4;2019
2;"Pembayaran Gaji Susulan PNS Pada Bulan April 2019 untuk 1 orang
pegawai/01 jiwa SPP Nomor 0020 Tanggal 11 April 2019";Rp2.984.600;GAJI SUSULAN;4;2019
3;Pembayaran belanja Barang sesuai SK NO 38 Tahun 2019 Tanggal 06 Maret 2019 SPP NO 42 Tanggal 11 April 2019;Rp2.990.000;NON GAJI;4;2019
4;Pembayaran belanja barang sesuai SK NO 42 Tahun 2019 Tanggal 27 Maret 2019 SPP NO 00053 Tanggal 11 April 2019;Rp1.645.000;NON GAJI;4;2019
5;Pembayaran belanja barang sesuai SK NO 42 Tahun 2019 Tanggal 27 Maret 2019 SPP NO 00054 Tanggal 11 April 2019;Rp650.000;NON GAJI;4;2019
6;Pembayaran belanja Pegawai sesuai SK NO 43 Tahun 2019 Tanggal 09 April 2019 SPP NO 00058 Tanggal 11 April 2019;Rp41.795.260;GAJI LAINNYA;4;2019
7;Pembayaran belanja barang sesuai SK NO 41 Tahun 2019 Tanggal 27 Maret 2019 SPP NO 00056 Tanggal 11 April 2018;Rp1.170.000;NON GAJI;4;2019
8;Penggantian uang persediaan untuk keperluan belanja barang SPP NO 0052 Tanggal 11 April 2019;Rp5.365.068;GANTI UANG PERSEDIAAN;4;2019
9;Penggantian uang persediaan untuk keperluan belanja Modal SPP NO 0048 Tanggal 11 April 2019;Rp5.095.000;GANTI UANG PERSEDIAAN;4;2019
10;Penggantian uang persediaan untuk keperluan belanja barang SPP NO 0051 Tanggal 11 April 2019;Rp7.270.400;GANTI UANG PERSEDIAAN;4;2019
11;Pembayaran Gaji PNS Pada Bulan Mei 2018 untuk 12 orang Pegawai/30 jiwa Nomor SPP 0031 Tanggal 02 April 2018;Rp40.163.200;GAJI INDUK;4;2019
12;Pembayaran belanja barang sesuai SK NO 40 Tahun 2018 Tanggal 06 Maret 2019  SPP NO 00044 Tanggal 05 April 2019;Rp1.840.000;NON GAJI;4;2019
13;Pembayaran tunjangan Kinerja paada bulan Maret 2018 untuk Indra S.Sos dkk(4 orang pegawai) SPP 00033 Tanggal 02 April 2018;Rp9.498.060;GAJI LAINNYA;4;2019
14;Pembayaran Kekurangan Gaji PNS Pada Bulan Oktober 2017 s/d Bulan April 2019 untuk Indra,S S.Sos (1 orang pegawai)SPP Nomor 00036 Tanggal 03 April 2019;Rp1.225.000;KEKURANGAN GAJI;4;2019
15;Pembayaran belanja barang sesuai SK NO 06 Tahun 2018 Tanggal 16Januari 2018 SPP NO 0035 Tanggal 03 April 2019;Rp2.700.000;NON GAJI;4;2019
16;Penggantian uang persediaan untuk keperluan belanja barang SPP NO 0040 Tanggal 02 April 2019;Rp6.451.500;GANTI UANG PERSEDIAAN;4;2019
17;Penggantian uang persediaan untuk keperluan belanja barang SPP NO 0041 Tanggal 02 April 2019;Rp5.288.000;GANTI UANG PERSEDIAAN;4;2019
18;Penggantian uang persediaan untuk keperluan belanja barang SPP NO 0046 Tanggal 02 April 2019;Rp500.000;GANTI UANG PERSEDIAAN;4;2019
19;Pembayaran belanja barang pada bulan Maret 2018 sesuai SK Kepala MAN 1 Rokan Hilir No 62 - 66 Tahun 2017 Tanggal 31 Desember 2017 SPP NO 0030 Tanggal 02 April 2019;Rp8.330.000;NON GAJI;4;2019
20;Pembayaran belanja barang sesuai SPD N0 82/Ma.04.18/Kp.01.1/2/2018 Tgl 07-02-2019, N0 83/Ma.04.18/Kp.01.1/2/2018, Tgl 28-02-2018, NO 104/Ma. 04.18/Kp.01.1/3/2018 Tgl 17-03-2018, N0 53/Ma.04.18/Kp.01.1/01/2018, Tgl 03-02-2018, N0 138/Ma.04.1;Rp8.630.000;NON GAJI;4;2019
21;Pembayaran uang makan PNS pada Bulan Maret 2018 untuk Dra Rahmawati dkk (12 orang pegawai) SPP NO 0032 Tangaal 02 April 2019;Rp9.129.100;GAJI LAINNYA;4;2019
22;Pembayaran belanja barang sesuai SK NO 06 Tahun 2019 Tanggal 16Januari 2019 SPP NO 0034 Tanggal 02 April 2019;Rp1.287.500;NON GAJI;4;2019
23;Pembayaran belanja barang sesuai SK NO 38 Tahun 2018 Tanggal 06 Maret 2019 SPP NO 00039 Tanggal 02 April 2019;Rp2.552.500;NON GAJI;4;2019
24;Pembayaran belanja barang Sesuai SK NO 40 Tahun 2018 Tanggal 06 Maret 2019 SPP NO 0043 Tanggal 02 April 2019;Rp1.947.000;NON GAJI;4;2019
