CATATAN PENGELUARAN;;;;;
Tahun 2017;;;;;
Tanggal : 01 Oktober 2017 s/d 31 Oktober 2017;;;;;
;;;;;
Nama Sekolah;: MAN 1 ROKAN HILIR;;;;
Desa/Kecamatan;: BANGKO;;;;
Kabupaten;: ROKAN HILIR;;;;
Provinsi;: RIAU;;;;
;;;;;
ID;Keterangan; Jumlah;Jenis Penggunaan Dana;Bulan;Tahun
1;"Penyediaan Tambahan Uang Persediaan Rupiah Murni Satker Madrasah Aliah
Negeri 1 Rokan Hilir Tahun 2017 SPP NO 00109 Mr.J Tanggal 25 Oktober
2017";Rp25.300.000;TAMBAH UANG PERSEDIAAN;10;2017
2;"Pembayaran Belanja Bantuan Sosial sesuai dengan SK Kepala MAN 1 Rokan
Hilir Nomor : 041/Ma.04.18/PP.00.6/09/2017 Tanggal 26 September 2017 SPP Nomor: 107 Mr.J Tanggal 24 Oktober 2017";Rp150.000.000;NON GAJI;10;2017
3;"Pembayaran belanja barang sesuai SK NO 43 Tahun 2017 Tanggal 02
Oktober 2017 dan SK NO 44 Tahun 2017 Tanggal 09 Oktober 2017 SPP NO
0110 Mr.J Tanggal 23 Oktober 2017";Rp2.313.750;NON GAJI;10;2017
4;"Pembayaran kekurangan Gaji pada Bulan Februari 2017 s/d Bulan Mei 2017
untuk Nurmiwati S,HI (1 Orang Pegawai) SPP Nomor 108 Mr.J Tanggal 13 Oktober 2017";Rp3.210.800;KEKURANGAN GAJI;10;2017
5;"Pembayaran Gaji PNS Pada Bulan November 2017 untuk 12 orang
Pegawai/30 jiwa Nomor SPP 00105 Mr.J Tanggal 13 Oktober 2017";Rp40.422.400;GAJI INDUK;10;2017
6;"Pembayaran belanja barang sesuia SK NO 12 Tahun 2017 Tanggal 12
Februari 2017 SPP No 000106 Mr.J Tanggal 09 Oktober 2017";Rp1.282.500;NON GAJI;10;2017
7;"Pembayaran belanja barang pada bulan September 2017 sesuaiSK Kepala
MAN Bagansiapiapi Nomor: 229-223/Ma.04.18/KP.00/12/2016 Tanggal31 Desember 2016 Nomor SPP 00103 Mr.J Tanggal 09 Oktober 2017";Rp8.330.000;NON GAJI;10;2017
8;"Pembayaran belanja pegawai Tunjangan Profesi Guru pada bulan September
2017 An Muhammad Fuad, M.Pd dkk (8 orang pegawai) sesuai SK Dirjen pendidikan Islam NO: DJ.1/ 502/2010 Tgl 08 Agustsus 2010, NO 1578 Tahun 2013 Tgl 13 Septem ber2013 No";Rp23.792.285;GAJI LAINNYA;10;2017
9;"Pembayaran Tunjangan Kinerja Bulan September 2017untuk 4(Pegawai) An.
M. Syafrijohan,S.Ag dkk (4 orang pegawai) Nomor SPP.000102 Mr.J Tanggal 02 Oktober 2017 pada Satker MAN Bagansiapiapi.";Rp9.630.000;GAJI LAINNYA;10;2017
10;"Penggantian uang persediaan untuk keperluan belanja barang spp no 00099
Mr.J Tanggal 02 Oktober 2017";Rp4.418.231;GANTI UANG PERSEDIAAN;10;2017
11;"Pembayaran belanja pegawai (belanja tunjangan tambahan penghasilan
Guru PNS) Pada bulan Januari 2017 s/d bulan September 2017 untuk Nur Amaliah S.Pd dkk (2 orang pegawai) SPP N0 100 Mr J Tanggal 02 Oktober 2017";Rp4.275.000;GAJI LAINNYA;10;2017
12;"Pembayaran uang makan PNS Pada bulan September 2017 untuk
MuhammadFuad MPd dkk (14 orang pegawai)Nomor SPP 00104 Mr.J Tanggal 02-10-2017";Rp10.141.850;GAJI LAINNYA;10;2017
13;"Penggantian uang persediaan untuk keperluan belanja barang SPP NO
00098 Mr.J Tanggal 02 Oktober 2017";Rp10.494.000;GANTI UANG PERSEDIAAN;10;2017
14;"Pembayaran Gaji PNS Pada Bulan 0ktober 2017 untuk 14 orang Pegawai/ 32
jiwa Nomor SPP00091 Mr.J Tanggal 08 September 2017";Rp47.945.200;GAJI INDUK;10;2017
