CATATAN PENGELUARAN;;;;;
Tahun 2017;;;;;
Tanggal : 01 September 2017 s/d 30 September 2017;;;;;
;;;;;
Nama Sekolah;: MAN 1 ROKAN HILIR;;;;
Desa/Kecamatan;: BANGKO;;;;
Kabupaten;: ROKAN HILIR;;;;
Provinsi;: RIAU;;;;
;;;;;
ID;Keterangan; Jumlah;Jenis Penggunaan Dana;Bulan;Tahun
1;"Pembayaran Gaji PNS Pada Bulan September 2017 untuk 14 orang Pegawai/
32 jiwa Nomor SPP00074 Mr.J Tanggal 01 Agustus 2017";Rp47.953.200;GAJI INDUK;9;2017
2;"Pembayaran belanja barang sesuai SK NO 14 Tahun 2017 Tanggal 16 Agustu
s 2017 SK NO 44 tAHUN 2017 Tanggal 14 Agustus 2017 dan SK NO 45
Tahun 2017 Tanggal 12 September 2017 SPP NO 00097 Mr.J Tanggal 13
September 2017";Rp34.593.750;NON GAJI;9;2017
3;"Penggantian uang persediaan untuk keperluan belanja barang spp No 00095
Mr.J Tanggal 08 September 2017";Rp5.200.000;GANTI UANG PERSEDIAAN;9;2017
4;"Penggantian uang persediaan untuk keperluan belanja barang SPP NO
00094 Mr.J Tanggal 08 September 2017";Rp9.800.000;GANTI UANG PERSEDIAAN;9;2017
5;"Pembayaran Tunjangan Kinerja Bulan Agustus 2017untuk 4(Pegawai) An. M.
Syafrijohan,S.Ag dkk Nomor SPP. 00087 Mr.J tanggal 04 September 2017 pada Satker MAN Bagansiapiapi.";Rp9.630.000;GAJI LAINNYA;9;2017
6;"Pembayaran uang makan PNS Pada bulan Agustus 2017 untuk Muhammad
Fuad,MPd dkk (14 orang pegawai)Nomor SPP 00092 Mr.J Tanggal 04-09-2017";Rp9.861.850;GAJI LAINNYA;9;2017
7;"Penggantian uang persediaan untuk keperluan belanja barang spp no
00090Mr.J Tanggal 04 September 2017";Rp11.274.700;GANTI UANG PERSEDIAAN;9;2017
8;"Pembayaran belanja barang pada bulan Agustus 2017 sesuaiSK Kepala MAN
Bagansiapiapi Nomor: 229-223/Ma.04.18/KP.00/12/2016 Tanggal31 Desember 2016 Nomor SPP 00086 Mr.J Tanggal 04 September 2017pada satker MAN Bagansiapiapi";Rp8.330.000;NON GAJI;9;2017
9;"Penggantian uang persediaan untuk keperluan belanja barang SPP NO
00089 Mr.j tANGGAL 04 September 2017";Rp3.725.300;GANTI UANG PERSEDIAAN;9;2017
10;"Pembayaran belanja pegawai Tunjangan Profesi Guru pada bulan Agustus
2017 An Muhammad Fuad, M.Pd dkk sesuai SK Dirjen pendidikan Islam NO: DJ.1/ 502/2010 Tgl 08 Agustsus 2010, NO 1578 Tahun 2013 Tgl 13 Septem ber2013 No SPP 00088 Mr.J Tgl 0";Rp23.792.285;GAJI LAINNYA;9;2017
11;"Pembayaran belanja barang sesuai SK NO 113 Tahun 2017 Tanggal 17 April
2017, SK NO 114 Tahun 2917 Tanggal 15 Juni 2017 dan SK NO 115 Tahun
2017 Tanggal 21 Agustus 2017 SPP NO 00093 Mr.J Tanggal 04-09-2017";Rp3.191.250;NON GAJI;9;2017
