CATATAN PENGELUARAN;;;;;
Tahun 2017;;;;;
Tanggal : 01 Desember 2017 s/d 31 Desember 2017;;;;;
;;;;;
Nama Sekolah;: MAN 1 ROKAN HILIR;;;;
Desa/Kecamatan;: BANGKO;;;;
Kabupaten;: ROKAN HILIR;;;;
Provinsi;: RIAU;;;;
;;;;;
ID;Keterangan; Jumlah;Jenis Penggunaan Dana;Bulan;Tahun
1;"Pembayaran Gaji PNS Pada Bulan Desember 2017 untuk 11 orang
Pegawai/27 Nomor SPP 00117 Mr.J Tanggal 01 November 2017";Rp36.342.000;GAJI INDUK;12;2017
2;"Pembayaran uang makan PNS Pada bulan Desember 2017 untuk Dra
Rahmawati dkk (11 orang Pegawai)Nomor SPP 00169 Mr.J Tanggal 18 Desember 2017";Rp4.634.400;GAJI LAINNYA;12;2017
6;"Penggantian uang persediaan untuk keperluan belanja barang SPP NO
000164 Mr.J Tanggal 11 Desember 2017";Rp15.000.000;GANTI UANG PERSEDIAAN;12;2017
7;"Pembayaran belanja barang sesuai SK NO 60 Tahun 2017 Tanggal 29
November 2017 ssp no 000168 Mr.J Tanggal 11 Desember 2017";Rp13.432.050;NON GAJI;12;2017
8;"Pembayaran tunjangan Kinerja untuk bulan Desember 2017 untuk Samudin
dkk (3 orang Pegawai) SPP NO 000166 Mr.J Tanggal 11 Desember 2017";Rp7.014.000;GAJI LAINNYA;12;2017
9;"Pembayaran belanja barang sesuai SK NO 59 Tahun 2017 Tanggal 29
November 2017 SPP NO 000167 Mr.J Tanggal 11 Desember 2017";Rp10.268.550;NON GAJI;12;2017
10;"Pembayaran belanja pegawai Tunjangan Profesi Guru Pada bulan Desember
2017 untuk Dra Rahmawai dkk (7 orang pegawai) sesuai SK Dirjend Pendidikan Islam No: Dj.1/502/2010 Tanggal 08 Agustus 2010 No 1578 Tahun 2013 Tanggal 13 September 2013 SP";Rp20.534.405;GAJI LAINNYA;12;2017
11;"Penggantian uang persediaan untuk keperluan belanja barang SPP NO
000162 Mr.J Tanggal 07 Desember 2017";Rp6.500.000;GANTI UANG PERSEDIAAN;12;2017
12;"Pembayaran uang makan PNS Pada bulan November 2017 untuk Dra
Rahmawati dkk (11 orang Pegawai)Nomor SPP 00149 Mr.J Tanggal 08 Desember 2017";Rp8.426.100;GAJI LAINNYA;12;2017
13;"Pembayaran belanja pegawai (Belanja Tunjangan Tambahan Penghasilan Gur
u PNS) Pada Bulan Desember 2017 untuk Desra Berliana S.Pd (1 orang Pegawai) SPP NO 00153 Mr.J Tanggal 08 Desember 2017";Rp237.500;GAJI LAINNYA;12;2017
14;"Pembayaran Tunjangan Kinerja Bulan November 2017 untuk Samudin dkk 3
(orang pegawai) Nomor SPP.0145 Mr.J Tanggal 08 Desember 2017";Rp7.014.000;GAJI LAINNYA;12;2017
15;"Penggantian uang persediaan untuk keperluan belanja barang SPP NO
000163 Mr.J Tanggal 07 Desember 2017";Rp8.500.000;GANTI UANG PERSEDIAAN;12;2017
16;"Pembayaran belanja barang pada bulan Desember 2017 sesuai SK NO 034
Tahu 2017 Tanggal 16 September 2017 SPP NO 152 Mr.J Tanggal 08
Desembe r 2017";Rp150.000;NON GAJI;12;2017
17;"Pembayaran belanja barang Pada Bulan Desember 2017 sesuai SK NO 04
Tahun 2017 Tanggal 17 Januari 2017 SPP NO 00151 Mr.J Tanggal 04
Desember 2017";Rp450.000;NON GAJI;12;2017
18;"Pembayaran belanja barang pada bulan Desember2017 sesuai SK Kepala
MAN Bagansiapiapi Nomor:229-223/Ma.04.18/KP.00/12/2016 Tanggal 31 Desember 2016 Nomor SPP 00150 Mr.J Tanggal 04 Desember 2017";Rp8.330.000;NON GAJI;12;2017
19;"Pembayaran belanja barang sesuai SK NO 01 Tahun 2017 Tanggal 01 Januar i
2017 SPP NO 00140 Mr.J Tanggal 04 Desember 2017";Rp2.373.000;NON GAJI;12;2017
20;"Pembayaran kekuranga gaji pada bulan Agustus 2017 s/d bulan September
2017 untuk Rahmawati (1 orang pegawai) SPP NO 00148 Mr.j Tanggal 04 Desember2017";Rp486.000;KEKURANGAN GAJI;12;2017
21;"Pembayaran belanja barang Pada Bulan Desember 2017 sesuai SK NO 01
Tahun 2017 Tanggal 01 Januari 2017 SPP NO 00154 Mr.J Tanggal 04
Desember 2017";Rp2.373.000;NON GAJI;12;2017
22;"Pembayaran belanja pegawai Tunjangan Profesi Guru pada bulan November
017 An Dra Rahmawati dkk(7 orang pegawai) sesuai SK Dirjen pendidikan Islam NO: DJ.1/ 502/2010 Tgl 08 Agustsus 2010 NO 1578 Tahun 2013 Tgl 13 Septem ber2013 SPP NO 00146";Rp20.534.405;GAJI LAINNYA;12;2017
23;"Pembayaran Belanja barang sesuai SK NO 45 Tahun 2017 Tanggal 02 Septem
ber 2017 SPP NO 00141 Mr.J Tanggal 04 Desember 2017";Rp4.177.500;NON GAJI;12;2017
24;"Pembayaran belanja barang sesuai SK NO 04 Tahun 2017 Tanggal 17 Januar i
2017 SPP NO 00142 Mr.J Tanggal 04 Desember 2017";Rp450.000;NON GAJI;12;2017
25;"Pembayaran belanja pegawai (belanja tunjangan tambahan penghasilan
Guru PNS) Pada bulan Oktober 2017 s/d Bulan November 2017 untuk Desra Berliana S.Pd  (1 orang pegawai) SPP N0 00144 Mr.J Tanggal 04 Desember 2017";Rp475.000;GAJI LAINNYA;12;2017
26;"Pembayaran belanja barang sesuai SK NO 56 Tahun 2017 Tanggal 01
Novemb er 2017 SPP NO 00155 Mr.J Tanggal 04 Desember 2017";Rp9.708.000;NON GAJI;12;2017
27;"Pembayaran kekurangan gaji pada Bulan Desember 2017 untuk Abdul Afiffu
ddin.MD dkk (3 orang pegawai) SPP NO 00147 Mr.J Tanggal 04 Desember 2017";Rp250.200;KEKURANGAN GAJI;12;2017
