CATATAN PENGELUARAN;;;;;
Tahun 2018;;;;;
Tanggal : 01 Mei 2018 s/d 31 Mei 2018 ;;;;;
;;;;;
Nama Sekolah;: MAN 1 ROKAN HILIR;;;;
Desa/Kecamatan;: BANGKO;;;;
Kabupaten;: ROKAN HILIR;;;;
Provinsi;: RIAU;;;;
;;;;;
ID;Keterangan; Jumlah;Jenis Penggunaan Dana;Bulan;Tahun
1;"Pembayaran uang makan PNS pada Bulan April 2018 untuk Dra Rahmawati
dkk (12 orang pegawai) SPP NO 0069 Tangaal 07 Mei 2018";Rp8.883.350;GAJI LAINNYA;5;2018
2;"Pembayaran belanja barang sesuai SK NO 41 Tahun 2018 Tanggal 27 Maret
2018 SPP NO 00057 Tanggal 07 Mei 2018";Rp500.000;NON GAJI;5;2018
3;"Pembayaran belanja barang untuk Bulan April 2018 sesuai SK NO 05 Tahun
2018 Tanggal 16 Januari 2018 SPP NO 00068 Tanggal 04 Mei 2018";Rp2.600.000;NON GAJI;5;2018
4;"Penggantian Uang Persediaan untuk keperluan belanja barang SPP NO
00071 Tanggal 03 Mei 2018";Rp3.351.000;GANTI UANG PERSEDIAAN;5;2018
5;"Penggantian uang persediaan untuk keperluan belanja baranr SPP NO 00070
Tanggal 03 Mei 2018";Rp7.049.800;GANTI UANG PERSEDIAAN;5;2018
6;"Pembayaran belanja Pegawai (Tunjangan Profesi Guru PNS Pada Bulan April
2018) Sesuai SK NO 48 Tahun 2018 Tanggal 30 April 2018 SPP NO 00063
Tanggal 03 Mei 2018";Rp21.034.265;GAJI LAINNYA;5;2018
7;"Pembayaran belanja barang pada Bulan Januari 2018 s/d Bulan April 2018
Sesuai SK NO 09 Tahun 2018, Tanggal 16 Januarri 2018 SPP NO 00066
Tanggal 03 Mei 2018";Rp600.000;NON GAJI;5;2018
8;"Pembayaran belanja barang pada Bulan Januari 2018 s/d Bulan April 2018
sesuai SK NO 09 Tahun 2018 Tanggal 16 Januari 2018, SPP NO 00065
Tanggal 03 Mei 2018";Rp2.850.000;NON GAJI;5;2018
9;"Pembayaran belanja barang pada bulan April 2018 sesuai SK NO 05 Tahun
2018 Tanggal 16 Januari 2018 SPP NO 00067 Tanggal 03 Mei 2018";Rp1.187.500;NON GAJI;5;2018
10;"Pembayaran belanja barang sesuai SPD N0 143/Ma.04.18/Kp.01.1/4/2018
Tanggaal 02 April 2018, N0 144/Ma.04.18/Kp.01.1/4/2018, Tanggaal 02 April 2018, dan N0 163/Ma.04.18/Kp.01.1/4/2018, Tanggaal 18 April 2018 SPP N0 00062 Tanggal 03 Mei 2018";Rp3.270.000;NON GAJI;5;2018
11;"Pembayaran belanja barang pada Bulan Januari 2018 s/d Bulan April 2018
sesuai SK NO 01 Tahun 2018, Tanggal 02 Januari 2018 SPP NO 00064
Tanggal 03 Mei 2018";Rp9.766.000;NON GAJI;5;2018
12;"Pembayaran belanja barang pada bulan April 2018 sesuai SK Kepala MAN 1
Rokan Hilir No 62 - 66 Tahun 2017 Tanggal 31 Desember 2017 SPP NO 0060
Tanggal 02 Mei 2018";Rp8.330.000;NON GAJI;5;2018
