CATATAN PENGELUARAN;;;;;
Tahun 2018;;;;;
Tanggal : 01 Maret 2018 s/d 31 Maret 2018 ;;;;;
;;;;;
Nama Sekolah;: MAN 1 ROKAN HILIR;;;;
Desa/Kecamatan;: BANGKO;;;;
Kabupaten;: ROKAN HILIR;;;;
Provinsi;: RIAU;;;;
;;;;;
ID;Keterangan; Jumlah;Jenis Penggunaan Dana;Bulan;Tahun
1;"Pembayaran Gaji PNS Pada Bulan Maret 2018 untuk 12 orang Pegawai/30
jiwa Nomor SPP 0005 Tanggal 05 Februari 2018";Rp37.208.600;GAJI INDUK;3;2018
2;"Pembayaran belanja barang pada bulan Februari 2018 sesuai SK Kepala MAN
1 Rokan Hilir No 62 - 66 Tahun 2017 Tanggal 31 Desember 2017 SPP NO
0011 Tanggal 01 Maret 2018";Rp8.330.000;NON GAJI;3;2018
3;"Pembayaran uang makan PNS pada Bulan Februari 2018 untuk Dra
Rahmawati dkk (11 orang pegawai) SPP NO 0017 Tangaal 01 Maret 2018";Rp8.109.750;GAJI LAINNYA;3;2018
4;"Pembayaran belanja barang sesuai SK NO 06 Tahun 2018 Tanggal 16 Januari
2018 SPP NO 0018 Tanggal 01 Maret 2018";Rp7.575.000;NON GAJI;3;2018
5;"Penggantian uang persediaan untuk keperluan belanja barang SPP NO 0015
Tanggal 01 Maret 2018";Rp5.449.482;GANTI UANG PERSEDIAAN;3;2018
6;"Penggantian uang persediaan untuk keperluan belanja barang SPP NO 0016
Tanggal 01 Maret 2018";Rp11.514.500;GANTI UANG PERSEDIAAN;3;2018
7;"Pembayaran Kekurangan Gaji PNS Pada Bulan Oktober 2017 s/d Bulan
Februari 2018 untuk Abdul Afiffuddin.MD,S.Ag dkk (3 orang pegawai) SPP Nomor 0013 Tanggal 06 Maret 2018";Rp1.453.600;KEKURANGAN GAJI;3;2018
8;"Pembayaran tunjangan Kinerja untuk bulan Februari 2018 untuk Samudin
dkk (3 orang Pegawai) SPP NO 0014 Tanggal 06 Maret 2018";Rp6.671.640;GAJI LAINNYA;3;2018
9;"Penggantian uang persediaan untuk keperluan belanja barang SPP NO 0023
Tanggal 16 Maret 2018";Rp2.703.504;GANTI UANG PERSEDIAAN;3;2018
10;"Penggantian uang persediaan untuk keperluan belanja barang SPP NO 0022
Tanggal 16 Maret 2018";Rp17.296.496;GANTI UANG PERSEDIAAN;3;2018
11;"Pembayaran uang makan PNS pada Bulan Oktober 2017 s/d Bulan Februari
2018 untuk Indra S.Sos (1 orang pegawai) SPP N0 00021 Tanggal 16 Maret
2018";Rp3.515.000;GAJI LAINNYA;3;2018
12;"Pembayaran tunjangan kinerjan pada bulan November 2017 s/d Desember
2017 untuk Indra S.Sos (1 orang pegawai) SPP 00026 Tanggal 16 Maret 2018";Rp5.232.000;GAJI LAINNYA;3;2018
13;"Penggantian uang persediaan untuk keperluan belanja barang SPP NO
00028 Tanggal 26 Maret 2018";Rp3.469.000;GANTI UANG PERSEDIAAN;3;2018
14;"Penggantian uang persediaan untuk keperluan belanja barang  SPP NO
00027 Tanggal 26 Maret 2018";Rp10.991.000;GANTI UANG PERSEDIAAN;3;2018
15;"Penggantian uang persediaan untuk keperluan belanja barang SPP NO
00029 Tanggal 26 Maret 2018";Rp5.540.000;GANTI UANG PERSEDIAAN;3;2018
16;"Pembayaran tunjangan Kinerja  paada bulan Januari 2018 s/d Bulan Februari
2018 untuk Indra S.Sos (1 orang pegawai) SPP 00025 Tanggal 16 Maret 2018";Rp5.232.000;GAJI LAINNYA;3;2018
17;"Pembayaran  gaji susulan pada bulan Maret 2018 untuk Indra, S.Sos (1 orang
pegawai) SPP NO 00019 Tanggal 16 Maret 2018";Rp2.779.600;GAJI SUSULAN;3;2018
18;"Pembayaran tunjangan kinerjan pada bulan November 2017 s/d Desember
2017 untuk Indra S.Sos (1 orang pegawai) SPP 00026 Tanggal 16 Maret 2018";Rp5.232.000;GAJI LAINNYA;3;2018
