CATATAN PENGELUARAN;;;;;
Tahun 2018;;;;;
Tanggal : 01 Juli 2018 s/d 31 Juli 2018 ;;;;;
;;;;;
Nama Sekolah;: MAN 1 ROKAN HILIR;;;;
Desa/Kecamatan;: BANGKO;;;;
Kabupaten;: ROKAN HILIR;;;;
Provinsi;: RIAU;;;;
;;;;;
ID;Keterangan; Jumlah;Jenis Penggunaan Dana;Bulan;Tahun
1;"Pembayaran Gaji PNS Pada Bulan Juli 2018 untuk 12 orang Pegawai/30 jiwa
Nomor SPP 0074 Tanggal 04 Juni 2018";Rp40.163.200;GAJI INDUK;7;2018
2;"Penggantian uang persediaan untuk keperluan belanja barang SPP NO
00108 Tanggal 02 Juli 2018";Rp7.506.000;GANTI UANG PERSEDIAAN;7;2018
3;"Penggantian uang persediaan untuk keperluan belanja barang SPP NO
00107 Tanggal 02 Juli 2018";Rp8.217.000;GANTI UANG PERSEDIAAN;7;2018
4;"Pembayaran belanja barang sesuai SK NO 01 Tahun 2018 Tanggal 02 Januari
2018 SPP NO 00100 Tanggal 02 Juli 2018";Rp1.448.750;NON GAJI;7;2018
5;"Pembayaran belanja barang pada bulan Juni 2018 sesuai SK Kepala MAN 1
Rokan Hilir No 62 - 66 Tahun 2017 Tanggal 31 Desember 2017 SPP NO
00097 Tanggal 02 Juli 2018";Rp8.330.000;NON GAJI;7;2018
6;"Pembayaran Belanja barang sesuai SK NO 05 Tahun 2018 Tanggal 16 Januari
2018 SPP NO 00105 Tanggal 02 Juli 2018";Rp190.000;NON GAJI;7;2018
7;"Pembayaran uang makan PNS pada Bulan Juni 2018 untuk Dra Rahmawati
dkk (12 orang pegawai) SPP NO 00101 Tangaal 02 Juli 2018";Rp3.897.150;GAJI LAINNYA;7;2018
8;"Pembayaran belanja tunjangan Kinerja pada bulan Juni 2018 untuk Indra
S.Sos dkk (4 orang pegawai) SPP 00103 Tanggal 03 Juli2018";Rp9.630.000;GAJI LAINNYA;7;2018
9;Pembayaran Tunki ke-13 TA 2018 SPP NO 00104 Tanggal 02 Juli 2018;Rp9.630.000;SPM TUNKIN 13;7;2018
10;"Pembayaran belanja Pegawai (Tunjangan Profesi Guru PNS Pada Bulan Juni
2018) Sesuai SK NO 53 Tahun 2018 Tanggal 01 Juni 2018 SPP NO 00102
Tanggal 02 Juli 2018";Rp21.034.265;GAJI LAINNYA;7;2018
11;Pembayaran Gaji Bulan Ketigabelas TA 2018;Rp42.362.900;SPM GAJI 13;7;2018
12;"Penggantian uang persdiaan untuk keperluan belanja barang SPP NO 00110
Tanggal 12 Juli 2018";Rp4.517.054;GANTI UANG PERSEDIAAN;7;2018
13;"Penggantian Uang Persediaan untuk keperlua belanja barang SPP NO 00111
Tanggal 12 Juli 2018";Rp11.850.000;GANTI UANG PERSEDIAAN;7;2018
14;"Pembayaran belanja barang sesua SK NO 55 Tanggal 04 Juni 2018 SPP NO
00113 Tanggal 12 Juli 2018";Rp1.200.000;NON GAJI;7;2018
15;"Pembayaran belanja barang sesuai SK NO 55 Tanggal 04 Juni 2018 SPP NO
00112 Tanggal 12 Juli 2018";Rp2.375.000;NON GAJI;7;2018
16;"Pembayaran belanja barang sesuai SK NO 58 Tanggal 06 Juni 2018 SPP NO
200109 Tanggal 10 Juli 2018";Rp10.832.000;NON GAJI;7;2018
17;"Pembayaran THR Tunkin TA 2018 Man 1 Rokan Hilir SPP NO 00082 Tanggal
06 Juli 2018";Rp9.454.080;SPM THR TUNKIN;7;2018
18;"Pembayaran belanja barang sesuai SK NO 05 Tahun 2018 Tanggal 16 Januari
2018 SPP NO 00106 Tanggal 06 Juli 2018";Rp2.600.000;NON GAJI;7;2018
